,province,adcode,model,regYear,regMonth,popularity
27332,黑龙江,230000,02aab221aabc03b9,2016,3,135
27333,黑龙江,230000,02aab221aabc03b9,2016,4,145
27334,黑龙江,230000,02aab221aabc03b9,2016,5,159
27335,黑龙江,230000,02aab221aabc03b9,2016,6,162
27355,黑龙江,230000,02aab221aabc03b9,2016,7,182
27420,黑龙江,230000,02aab221aabc03b9,2016,8,191
27338,黑龙江,230000,02aab221aabc03b9,2016,9,241
27339,黑龙江,230000,02aab221aabc03b9,2016,10,210
27340,黑龙江,230000,02aab221aabc03b9,2016,11,180
27342,黑龙江,230000,02aab221aabc03b9,2016,12,284
27341,黑龙江,230000,02aab221aabc03b9,2017,1,267
27343,黑龙江,230000,02aab221aabc03b9,2017,2,253
27347,黑龙江,230000,02aab221aabc03b9,2017,3,159
27344,黑龙江,230000,02aab221aabc03b9,2017,4,432
27345,黑龙江,230000,02aab221aabc03b9,2017,5,339
27346,黑龙江,230000,02aab221aabc03b9,2017,6,166
27351,黑龙江,230000,02aab221aabc03b9,2017,7,269
27348,黑龙江,230000,02aab221aabc03b9,2017,8,346
27349,黑龙江,230000,02aab221aabc03b9,2017,9,292
27350,黑龙江,230000,02aab221aabc03b9,2017,10,257
27354,黑龙江,230000,02aab221aabc03b9,2017,11,196
27352,黑龙江,230000,02aab221aabc03b9,2017,12,138
14856,黑龙江,230000,04e66e578f653ab9,2016,1,509
14857,黑龙江,230000,04e66e578f653ab9,2016,2,750
14858,黑龙江,230000,04e66e578f653ab9,2016,3,528
14859,黑龙江,230000,04e66e578f653ab9,2016,4,415
14860,黑龙江,230000,04e66e578f653ab9,2016,5,320
14861,黑龙江,230000,04e66e578f653ab9,2016,6,280
14862,黑龙江,230000,04e66e578f653ab9,2016,7,293
14863,黑龙江,230000,04e66e578f653ab9,2016,8,811
14864,黑龙江,230000,04e66e578f653ab9,2016,9,962
14865,黑龙江,230000,04e66e578f653ab9,2016,10,2742
14866,黑龙江,230000,04e66e578f653ab9,2016,11,1791
14867,黑龙江,230000,04e66e578f653ab9,2016,12,366
14868,黑龙江,230000,04e66e578f653ab9,2017,1,319
14869,黑龙江,230000,04e66e578f653ab9,2017,2,315
14870,黑龙江,230000,04e66e578f653ab9,2017,3,371
14871,黑龙江,230000,04e66e578f653ab9,2017,4,330
14872,黑龙江,230000,04e66e578f653ab9,2017,5,323
14873,黑龙江,230000,04e66e578f653ab9,2017,6,308
14874,黑龙江,230000,04e66e578f653ab9,2017,7,309
14875,黑龙江,230000,04e66e578f653ab9,2017,8,272
14876,黑龙江,230000,04e66e578f653ab9,2017,9,256
14877,黑龙江,230000,04e66e578f653ab9,2017,10,291
14878,黑龙江,230000,04e66e578f653ab9,2017,11,294
14879,黑龙江,230000,04e66e578f653ab9,2017,12,245
14400,黑龙江,230000,06880909932890ca,2016,1,542
14401,黑龙江,230000,06880909932890ca,2016,2,510
14402,黑龙江,230000,06880909932890ca,2016,3,519
14403,黑龙江,230000,06880909932890ca,2016,4,447
14404,黑龙江,230000,06880909932890ca,2016,5,446
14405,黑龙江,230000,06880909932890ca,2016,6,478
14406,黑龙江,230000,06880909932890ca,2016,7,446
14407,黑龙江,230000,06880909932890ca,2016,8,476
14408,黑龙江,230000,06880909932890ca,2016,9,492
14409,黑龙江,230000,06880909932890ca,2016,10,477
14410,黑龙江,230000,06880909932890ca,2016,11,472
14411,黑龙江,230000,06880909932890ca,2016,12,501
14412,黑龙江,230000,06880909932890ca,2017,1,434
14413,黑龙江,230000,06880909932890ca,2017,2,484
14414,黑龙江,230000,06880909932890ca,2017,3,350
14415,黑龙江,230000,06880909932890ca,2017,4,303
14416,黑龙江,230000,06880909932890ca,2017,5,352
14417,黑龙江,230000,06880909932890ca,2017,6,364
14418,黑龙江,230000,06880909932890ca,2017,7,370
14419,黑龙江,230000,06880909932890ca,2017,8,385
14420,黑龙江,230000,06880909932890ca,2017,9,352
14421,黑龙江,230000,06880909932890ca,2017,10,368
14422,黑龙江,230000,06880909932890ca,2017,11,405
14423,黑龙江,230000,06880909932890ca,2017,12,326
14208,黑龙江,230000,0797526c057dcf5b,2016,1,393
14209,黑龙江,230000,0797526c057dcf5b,2016,2,403
14210,黑龙江,230000,0797526c057dcf5b,2016,3,387
14211,黑龙江,230000,0797526c057dcf5b,2016,4,306
14212,黑龙江,230000,0797526c057dcf5b,2016,5,304
14213,黑龙江,230000,0797526c057dcf5b,2016,6,280
14214,黑龙江,230000,0797526c057dcf5b,2016,7,289
14215,黑龙江,230000,0797526c057dcf5b,2016,8,327
14216,黑龙江,230000,0797526c057dcf5b,2016,9,442
14217,黑龙江,230000,0797526c057dcf5b,2016,10,430
14218,黑龙江,230000,0797526c057dcf5b,2016,11,491
14219,黑龙江,230000,0797526c057dcf5b,2016,12,537
14220,黑龙江,230000,0797526c057dcf5b,2017,1,490
14221,黑龙江,230000,0797526c057dcf5b,2017,2,542
14222,黑龙江,230000,0797526c057dcf5b,2017,3,426
14223,黑龙江,230000,0797526c057dcf5b,2017,4,341
14224,黑龙江,230000,0797526c057dcf5b,2017,5,403
14225,黑龙江,230000,0797526c057dcf5b,2017,6,418
14226,黑龙江,230000,0797526c057dcf5b,2017,7,420
14227,黑龙江,230000,0797526c057dcf5b,2017,8,491
14228,黑龙江,230000,0797526c057dcf5b,2017,9,564
14229,黑龙江,230000,0797526c057dcf5b,2017,10,500
14230,黑龙江,230000,0797526c057dcf5b,2017,11,575
14231,黑龙江,230000,0797526c057dcf5b,2017,12,556
27069,黑龙江,230000,12f8b7e14947c34d,2016,1,756
27070,黑龙江,230000,12f8b7e14947c34d,2016,2,736
27073,黑龙江,230000,12f8b7e14947c34d,2016,3,826
27071,黑龙江,230000,12f8b7e14947c34d,2016,4,653
27072,黑龙江,230000,12f8b7e14947c34d,2016,5,1453
27075,黑龙江,230000,12f8b7e14947c34d,2016,6,805
27076,黑龙江,230000,12f8b7e14947c34d,2016,7,672
27137,黑龙江,230000,12f8b7e14947c34d,2016,8,734
27138,黑龙江,230000,12f8b7e14947c34d,2016,9,819
27077,黑龙江,230000,12f8b7e14947c34d,2016,10,1014
27078,黑龙江,230000,12f8b7e14947c34d,2016,11,994
27079,黑龙江,230000,12f8b7e14947c34d,2016,12,879
27080,黑龙江,230000,12f8b7e14947c34d,2017,1,716
27081,黑龙江,230000,12f8b7e14947c34d,2017,2,839
27082,黑龙江,230000,12f8b7e14947c34d,2017,3,952
27083,黑龙江,230000,12f8b7e14947c34d,2017,4,791
27084,黑龙江,230000,12f8b7e14947c34d,2017,5,831
27085,黑龙江,230000,12f8b7e14947c34d,2017,6,689
27086,黑龙江,230000,12f8b7e14947c34d,2017,7,660
27087,黑龙江,230000,12f8b7e14947c34d,2017,8,778
27088,黑龙江,230000,12f8b7e14947c34d,2017,9,773
27089,黑龙江,230000,12f8b7e14947c34d,2017,10,719
27114,黑龙江,230000,12f8b7e14947c34d,2017,11,707
27090,黑龙江,230000,12f8b7e14947c34d,2017,12,688
27187,黑龙江,230000,17363f08d683d52b,2016,1,2134
27188,黑龙江,230000,17363f08d683d52b,2016,2,2079
27189,黑龙江,230000,17363f08d683d52b,2016,3,1910
27241,黑龙江,230000,17363f08d683d52b,2016,4,1638
27211,黑龙江,230000,17363f08d683d52b,2016,5,1624
27190,黑龙江,230000,17363f08d683d52b,2016,6,1503
27192,黑龙江,230000,17363f08d683d52b,2016,7,1673
27194,黑龙江,230000,17363f08d683d52b,2016,8,1795
27195,黑龙江,230000,17363f08d683d52b,2016,9,2023
27196,黑龙江,230000,17363f08d683d52b,2016,10,1907
27210,黑龙江,230000,17363f08d683d52b,2016,11,2070
27197,黑龙江,230000,17363f08d683d52b,2016,12,2343
27198,黑龙江,230000,17363f08d683d52b,2017,1,1867
27199,黑龙江,230000,17363f08d683d52b,2017,2,1780
27227,黑龙江,230000,17363f08d683d52b,2017,3,1119
27200,黑龙江,230000,17363f08d683d52b,2017,4,970
27201,黑龙江,230000,17363f08d683d52b,2017,5,976
27202,黑龙江,230000,17363f08d683d52b,2017,6,862
27229,黑龙江,230000,17363f08d683d52b,2017,7,751
27203,黑龙江,230000,17363f08d683d52b,2017,8,711
27204,黑龙江,230000,17363f08d683d52b,2017,9,720
27205,黑龙江,230000,17363f08d683d52b,2017,10,654
27206,黑龙江,230000,17363f08d683d52b,2017,11,1341
27207,黑龙江,230000,17363f08d683d52b,2017,12,1624
14136,黑龙江,230000,17bc272c93f19d56,2016,1,2569
14137,黑龙江,230000,17bc272c93f19d56,2016,2,2142
14138,黑龙江,230000,17bc272c93f19d56,2016,3,2071
14139,黑龙江,230000,17bc272c93f19d56,2016,4,1571
14140,黑龙江,230000,17bc272c93f19d56,2016,5,2048
14141,黑龙江,230000,17bc272c93f19d56,2016,6,2128
14142,黑龙江,230000,17bc272c93f19d56,2016,7,2178
14143,黑龙江,230000,17bc272c93f19d56,2016,8,2583
14144,黑龙江,230000,17bc272c93f19d56,2016,9,2958
14145,黑龙江,230000,17bc272c93f19d56,2016,10,3261
14146,黑龙江,230000,17bc272c93f19d56,2016,11,3831
14147,黑龙江,230000,17bc272c93f19d56,2016,12,3574
14148,黑龙江,230000,17bc272c93f19d56,2017,1,2832
14149,黑龙江,230000,17bc272c93f19d56,2017,2,3362
14150,黑龙江,230000,17bc272c93f19d56,2017,3,2830
14151,黑龙江,230000,17bc272c93f19d56,2017,4,1711
14152,黑龙江,230000,17bc272c93f19d56,2017,5,1811
14153,黑龙江,230000,17bc272c93f19d56,2017,6,1975
14154,黑龙江,230000,17bc272c93f19d56,2017,7,1922
14155,黑龙江,230000,17bc272c93f19d56,2017,8,1860
14156,黑龙江,230000,17bc272c93f19d56,2017,9,1825
14157,黑龙江,230000,17bc272c93f19d56,2017,10,1693
14158,黑龙江,230000,17bc272c93f19d56,2017,11,2062
14159,黑龙江,230000,17bc272c93f19d56,2017,12,1997
27019,黑龙江,230000,212083a9246d2fd3,2016,1,1840
27054,黑龙江,230000,212083a9246d2fd3,2016,2,1588
27020,黑龙江,230000,212083a9246d2fd3,2016,3,1493
27021,黑龙江,230000,212083a9246d2fd3,2016,4,1372
27022,黑龙江,230000,212083a9246d2fd3,2016,5,1666
27024,黑龙江,230000,212083a9246d2fd3,2016,6,1563
27025,黑龙江,230000,212083a9246d2fd3,2016,7,1613
27026,黑龙江,230000,212083a9246d2fd3,2016,8,1602
27028,黑龙江,230000,212083a9246d2fd3,2016,9,1764
27029,黑龙江,230000,212083a9246d2fd3,2016,10,1885
27035,黑龙江,230000,212083a9246d2fd3,2016,11,1869
27030,黑龙江,230000,212083a9246d2fd3,2016,12,1801
27032,黑龙江,230000,212083a9246d2fd3,2017,1,1431
27031,黑龙江,230000,212083a9246d2fd3,2017,2,1506
27034,黑龙江,230000,212083a9246d2fd3,2017,3,1143
27033,黑龙江,230000,212083a9246d2fd3,2017,4,1064
27038,黑龙江,230000,212083a9246d2fd3,2017,5,1095
27094,黑龙江,230000,212083a9246d2fd3,2017,6,1032
27036,黑龙江,230000,212083a9246d2fd3,2017,7,1035
27037,黑龙江,230000,212083a9246d2fd3,2017,8,1147
27039,黑龙江,230000,212083a9246d2fd3,2017,9,1106
27042,黑龙江,230000,212083a9246d2fd3,2017,10,1137
27040,黑龙江,230000,212083a9246d2fd3,2017,11,1202
27041,黑龙江,230000,212083a9246d2fd3,2017,12,1081
14304,黑龙江,230000,28e29f2c03dcd84c,2016,1,193
14305,黑龙江,230000,28e29f2c03dcd84c,2016,2,228
14306,黑龙江,230000,28e29f2c03dcd84c,2016,3,177
14307,黑龙江,230000,28e29f2c03dcd84c,2016,4,171
14308,黑龙江,230000,28e29f2c03dcd84c,2016,5,232
14309,黑龙江,230000,28e29f2c03dcd84c,2016,6,204
14310,黑龙江,230000,28e29f2c03dcd84c,2016,7,166
14311,黑龙江,230000,28e29f2c03dcd84c,2016,8,194
14312,黑龙江,230000,28e29f2c03dcd84c,2016,9,166
14313,黑龙江,230000,28e29f2c03dcd84c,2016,10,175
14314,黑龙江,230000,28e29f2c03dcd84c,2016,11,167
14315,黑龙江,230000,28e29f2c03dcd84c,2016,12,191
14316,黑龙江,230000,28e29f2c03dcd84c,2017,1,183
14317,黑龙江,230000,28e29f2c03dcd84c,2017,2,195
14318,黑龙江,230000,28e29f2c03dcd84c,2017,3,188
14319,黑龙江,230000,28e29f2c03dcd84c,2017,4,194
14320,黑龙江,230000,28e29f2c03dcd84c,2017,5,201
14321,黑龙江,230000,28e29f2c03dcd84c,2017,6,199
14322,黑龙江,230000,28e29f2c03dcd84c,2017,7,204
14323,黑龙江,230000,28e29f2c03dcd84c,2017,8,204
14324,黑龙江,230000,28e29f2c03dcd84c,2017,9,249
14325,黑龙江,230000,28e29f2c03dcd84c,2017,10,214
14326,黑龙江,230000,28e29f2c03dcd84c,2017,11,207
14327,黑龙江,230000,28e29f2c03dcd84c,2017,12,358
14232,黑龙江,230000,2a2ab41f8f6ff1cb,2016,1,1100
14233,黑龙江,230000,2a2ab41f8f6ff1cb,2016,2,1052
14234,黑龙江,230000,2a2ab41f8f6ff1cb,2016,3,1039
14235,黑龙江,230000,2a2ab41f8f6ff1cb,2016,4,1058
14236,黑龙江,230000,2a2ab41f8f6ff1cb,2016,5,1164
14237,黑龙江,230000,2a2ab41f8f6ff1cb,2016,6,1414
14238,黑龙江,230000,2a2ab41f8f6ff1cb,2016,7,1419
14239,黑龙江,230000,2a2ab41f8f6ff1cb,2016,8,1845
14240,黑龙江,230000,2a2ab41f8f6ff1cb,2016,9,1962
14241,黑龙江,230000,2a2ab41f8f6ff1cb,2016,10,2892
14242,黑龙江,230000,2a2ab41f8f6ff1cb,2016,11,4366
14243,黑龙江,230000,2a2ab41f8f6ff1cb,2016,12,4172
14244,黑龙江,230000,2a2ab41f8f6ff1cb,2017,1,3809
14245,黑龙江,230000,2a2ab41f8f6ff1cb,2017,2,3165
14246,黑龙江,230000,2a2ab41f8f6ff1cb,2017,3,4151
14247,黑龙江,230000,2a2ab41f8f6ff1cb,2017,4,4432
14248,黑龙江,230000,2a2ab41f8f6ff1cb,2017,5,4522
14249,黑龙江,230000,2a2ab41f8f6ff1cb,2017,6,3347
14250,黑龙江,230000,2a2ab41f8f6ff1cb,2017,7,6554
14251,黑龙江,230000,2a2ab41f8f6ff1cb,2017,8,2926
14252,黑龙江,230000,2a2ab41f8f6ff1cb,2017,9,1337
14253,黑龙江,230000,2a2ab41f8f6ff1cb,2017,10,1290
14254,黑龙江,230000,2a2ab41f8f6ff1cb,2017,11,1513
14255,黑龙江,230000,2a2ab41f8f6ff1cb,2017,12,1347
14736,黑龙江,230000,2d0d2c3403909fdb,2016,1,1158
14737,黑龙江,230000,2d0d2c3403909fdb,2016,2,1209
14738,黑龙江,230000,2d0d2c3403909fdb,2016,3,1060
14739,黑龙江,230000,2d0d2c3403909fdb,2016,4,1000
14740,黑龙江,230000,2d0d2c3403909fdb,2016,5,1004
14741,黑龙江,230000,2d0d2c3403909fdb,2016,6,1015
14742,黑龙江,230000,2d0d2c3403909fdb,2016,7,1024
14743,黑龙江,230000,2d0d2c3403909fdb,2016,8,1012
14744,黑龙江,230000,2d0d2c3403909fdb,2016,9,988
14745,黑龙江,230000,2d0d2c3403909fdb,2016,10,1026
14746,黑龙江,230000,2d0d2c3403909fdb,2016,11,1031
14747,黑龙江,230000,2d0d2c3403909fdb,2016,12,1068
14748,黑龙江,230000,2d0d2c3403909fdb,2017,1,1055
14749,黑龙江,230000,2d0d2c3403909fdb,2017,2,1217
14750,黑龙江,230000,2d0d2c3403909fdb,2017,3,756
14751,黑龙江,230000,2d0d2c3403909fdb,2017,4,674
14752,黑龙江,230000,2d0d2c3403909fdb,2017,5,704
14753,黑龙江,230000,2d0d2c3403909fdb,2017,6,772
14754,黑龙江,230000,2d0d2c3403909fdb,2017,7,843
14755,黑龙江,230000,2d0d2c3403909fdb,2017,8,923
14756,黑龙江,230000,2d0d2c3403909fdb,2017,9,775
14757,黑龙江,230000,2d0d2c3403909fdb,2017,10,642
14758,黑龙江,230000,2d0d2c3403909fdb,2017,11,926
14759,黑龙江,230000,2d0d2c3403909fdb,2017,12,774
27164,黑龙江,230000,346393c2c6305fb1,2016,1,422
27140,黑龙江,230000,346393c2c6305fb1,2016,2,319
27141,黑龙江,230000,346393c2c6305fb1,2016,3,310
27142,黑龙江,230000,346393c2c6305fb1,2016,4,241
27143,黑龙江,230000,346393c2c6305fb1,2016,5,229
27144,黑龙江,230000,346393c2c6305fb1,2016,6,223
27145,黑龙江,230000,346393c2c6305fb1,2016,7,230
27146,黑龙江,230000,346393c2c6305fb1,2016,8,263
27147,黑龙江,230000,346393c2c6305fb1,2016,9,259
27148,黑龙江,230000,346393c2c6305fb1,2016,10,268
27149,黑龙江,230000,346393c2c6305fb1,2016,11,324
27150,黑龙江,230000,346393c2c6305fb1,2016,12,275
27151,黑龙江,230000,346393c2c6305fb1,2017,1,257
27152,黑龙江,230000,346393c2c6305fb1,2017,2,267
27153,黑龙江,230000,346393c2c6305fb1,2017,3,286
27154,黑龙江,230000,346393c2c6305fb1,2017,4,271
27155,黑龙江,230000,346393c2c6305fb1,2017,5,280
27156,黑龙江,230000,346393c2c6305fb1,2017,6,273
27157,黑龙江,230000,346393c2c6305fb1,2017,7,289
27158,黑龙江,230000,346393c2c6305fb1,2017,8,314
27159,黑龙江,230000,346393c2c6305fb1,2017,9,304
27161,黑龙江,230000,346393c2c6305fb1,2017,10,237
27160,黑龙江,230000,346393c2c6305fb1,2017,11,284
27163,黑龙江,230000,346393c2c6305fb1,2017,12,274
26853,黑龙江,230000,37aa9169b575ef79,2016,1,2656
26854,黑龙江,230000,37aa9169b575ef79,2016,2,2274
26855,黑龙江,230000,37aa9169b575ef79,2016,3,2378
26856,黑龙江,230000,37aa9169b575ef79,2016,4,1813
26862,黑龙江,230000,37aa9169b575ef79,2016,5,1852
26858,黑龙江,230000,37aa9169b575ef79,2016,6,1600
26859,黑龙江,230000,37aa9169b575ef79,2016,7,1758
26876,黑龙江,230000,37aa9169b575ef79,2016,8,2060
26860,黑龙江,230000,37aa9169b575ef79,2016,9,2299
26861,黑龙江,230000,37aa9169b575ef79,2016,10,2336
26863,黑龙江,230000,37aa9169b575ef79,2016,11,2641
26864,黑龙江,230000,37aa9169b575ef79,2016,12,2543
26865,黑龙江,230000,37aa9169b575ef79,2017,1,2234
26866,黑龙江,230000,37aa9169b575ef79,2017,2,2497
26867,黑龙江,230000,37aa9169b575ef79,2017,3,2174
26868,黑龙江,230000,37aa9169b575ef79,2017,4,1933
26869,黑龙江,230000,37aa9169b575ef79,2017,5,1890
26871,黑龙江,230000,37aa9169b575ef79,2017,6,1762
26870,黑龙江,230000,37aa9169b575ef79,2017,7,1825
26884,黑龙江,230000,37aa9169b575ef79,2017,8,2039
26872,黑龙江,230000,37aa9169b575ef79,2017,9,1864
26873,黑龙江,230000,37aa9169b575ef79,2017,10,1798
26874,黑龙江,230000,37aa9169b575ef79,2017,11,1918
26875,黑龙江,230000,37aa9169b575ef79,2017,12,1852
14592,黑龙江,230000,3c974920a76ac9c1,2016,1,2118
14593,黑龙江,230000,3c974920a76ac9c1,2016,2,2316
14594,黑龙江,230000,3c974920a76ac9c1,2016,3,2084
14595,黑龙江,230000,3c974920a76ac9c1,2016,4,1717
14596,黑龙江,230000,3c974920a76ac9c1,2016,5,1727
14597,黑龙江,230000,3c974920a76ac9c1,2016,6,1781
14598,黑龙江,230000,3c974920a76ac9c1,2016,7,1773
14599,黑龙江,230000,3c974920a76ac9c1,2016,8,2004
14600,黑龙江,230000,3c974920a76ac9c1,2016,9,2258
14601,黑龙江,230000,3c974920a76ac9c1,2016,10,2139
14602,黑龙江,230000,3c974920a76ac9c1,2016,11,2411
14603,黑龙江,230000,3c974920a76ac9c1,2016,12,2252
14604,黑龙江,230000,3c974920a76ac9c1,2017,1,1971
14605,黑龙江,230000,3c974920a76ac9c1,2017,2,2065
14606,黑龙江,230000,3c974920a76ac9c1,2017,3,1492
14607,黑龙江,230000,3c974920a76ac9c1,2017,4,1076
14608,黑龙江,230000,3c974920a76ac9c1,2017,5,1212
14609,黑龙江,230000,3c974920a76ac9c1,2017,6,1232
14610,黑龙江,230000,3c974920a76ac9c1,2017,7,1052
14611,黑龙江,230000,3c974920a76ac9c1,2017,8,1049
14612,黑龙江,230000,3c974920a76ac9c1,2017,9,1087
14613,黑龙江,230000,3c974920a76ac9c1,2017,10,1329
14614,黑龙江,230000,3c974920a76ac9c1,2017,11,1280
14615,黑龙江,230000,3c974920a76ac9c1,2017,12,1256
14280,黑龙江,230000,3d7554f1f56dd664,2016,1,2274
14281,黑龙江,230000,3d7554f1f56dd664,2016,2,2106
14282,黑龙江,230000,3d7554f1f56dd664,2016,3,2128
14283,黑龙江,230000,3d7554f1f56dd664,2016,4,1789
14284,黑龙江,230000,3d7554f1f56dd664,2016,5,1960
14285,黑龙江,230000,3d7554f1f56dd664,2016,6,1861
14286,黑龙江,230000,3d7554f1f56dd664,2016,7,1869
14287,黑龙江,230000,3d7554f1f56dd664,2016,8,2089
14288,黑龙江,230000,3d7554f1f56dd664,2016,9,2465
14289,黑龙江,230000,3d7554f1f56dd664,2016,10,2498
14290,黑龙江,230000,3d7554f1f56dd664,2016,11,2450
14291,黑龙江,230000,3d7554f1f56dd664,2016,12,2567
14292,黑龙江,230000,3d7554f1f56dd664,2017,1,2339
14293,黑龙江,230000,3d7554f1f56dd664,2017,2,2745
14294,黑龙江,230000,3d7554f1f56dd664,2017,3,2346
14295,黑龙江,230000,3d7554f1f56dd664,2017,4,1896
14296,黑龙江,230000,3d7554f1f56dd664,2017,5,2140
14297,黑龙江,230000,3d7554f1f56dd664,2017,6,2210
14298,黑龙江,230000,3d7554f1f56dd664,2017,7,2359
14299,黑龙江,230000,3d7554f1f56dd664,2017,8,2372
14300,黑龙江,230000,3d7554f1f56dd664,2017,9,2278
14301,黑龙江,230000,3d7554f1f56dd664,2017,10,2255
14302,黑龙江,230000,3d7554f1f56dd664,2017,11,2634
14303,黑龙江,230000,3d7554f1f56dd664,2017,12,2452
14568,黑龙江,230000,3e21824be728cbec,2016,1,839
14569,黑龙江,230000,3e21824be728cbec,2016,2,875
14570,黑龙江,230000,3e21824be728cbec,2016,3,789
14571,黑龙江,230000,3e21824be728cbec,2016,4,666
14572,黑龙江,230000,3e21824be728cbec,2016,5,812
14573,黑龙江,230000,3e21824be728cbec,2016,6,827
14574,黑龙江,230000,3e21824be728cbec,2016,7,910
14575,黑龙江,230000,3e21824be728cbec,2016,8,940
14576,黑龙江,230000,3e21824be728cbec,2016,9,919
14577,黑龙江,230000,3e21824be728cbec,2016,10,948
14578,黑龙江,230000,3e21824be728cbec,2016,11,844
14579,黑龙江,230000,3e21824be728cbec,2016,12,815
14580,黑龙江,230000,3e21824be728cbec,2017,1,681
14581,黑龙江,230000,3e21824be728cbec,2017,2,811
14582,黑龙江,230000,3e21824be728cbec,2017,3,600
14583,黑龙江,230000,3e21824be728cbec,2017,4,525
14584,黑龙江,230000,3e21824be728cbec,2017,5,660
14585,黑龙江,230000,3e21824be728cbec,2017,6,512
14586,黑龙江,230000,3e21824be728cbec,2017,7,631
14587,黑龙江,230000,3e21824be728cbec,2017,8,653
14588,黑龙江,230000,3e21824be728cbec,2017,9,614
14589,黑龙江,230000,3e21824be728cbec,2017,10,526
14590,黑龙江,230000,3e21824be728cbec,2017,11,491
14591,黑龙江,230000,3e21824be728cbec,2017,12,531
26902,黑龙江,230000,4a103c30d593fbbe,2016,1,2940
26903,黑龙江,230000,4a103c30d593fbbe,2016,2,2947
26904,黑龙江,230000,4a103c30d593fbbe,2016,3,3137
26906,黑龙江,230000,4a103c30d593fbbe,2016,4,2557
26905,黑龙江,230000,4a103c30d593fbbe,2016,5,2683
26908,黑龙江,230000,4a103c30d593fbbe,2016,6,2358
26907,黑龙江,230000,4a103c30d593fbbe,2016,7,2567
26909,黑龙江,230000,4a103c30d593fbbe,2016,8,2907
26910,黑龙江,230000,4a103c30d593fbbe,2016,9,3058
26923,黑龙江,230000,4a103c30d593fbbe,2016,10,3127
26911,黑龙江,230000,4a103c30d593fbbe,2016,11,3218
26912,黑龙江,230000,4a103c30d593fbbe,2016,12,3257
26913,黑龙江,230000,4a103c30d593fbbe,2017,1,2646
26976,黑龙江,230000,4a103c30d593fbbe,2017,2,2906
26914,黑龙江,230000,4a103c30d593fbbe,2017,3,2877
26915,黑龙江,230000,4a103c30d593fbbe,2017,4,2515
26916,黑龙江,230000,4a103c30d593fbbe,2017,5,2393
26975,黑龙江,230000,4a103c30d593fbbe,2017,6,2079
26917,黑龙江,230000,4a103c30d593fbbe,2017,7,2203
26918,黑龙江,230000,4a103c30d593fbbe,2017,8,2432
26919,黑龙江,230000,4a103c30d593fbbe,2017,9,2074
26920,黑龙江,230000,4a103c30d593fbbe,2017,10,1866
26921,黑龙江,230000,4a103c30d593fbbe,2017,11,1924
26922,黑龙江,230000,4a103c30d593fbbe,2017,12,1776
27308,黑龙江,230000,4f79773e600518a6,2016,1,1350
27309,黑龙江,230000,4f79773e600518a6,2016,2,1333
27310,黑龙江,230000,4f79773e600518a6,2016,3,1207
27311,黑龙江,230000,4f79773e600518a6,2016,4,1023
27312,黑龙江,230000,4f79773e600518a6,2016,5,1046
27313,黑龙江,230000,4f79773e600518a6,2016,6,1075
27353,黑龙江,230000,4f79773e600518a6,2016,7,1155
27315,黑龙江,230000,4f79773e600518a6,2016,8,1126
27316,黑龙江,230000,4f79773e600518a6,2016,9,1166
27317,黑龙江,230000,4f79773e600518a6,2016,10,1109
27318,黑龙江,230000,4f79773e600518a6,2016,11,1319
27319,黑龙江,230000,4f79773e600518a6,2016,12,1360
27320,黑龙江,230000,4f79773e600518a6,2017,1,999
27321,黑龙江,230000,4f79773e600518a6,2017,2,1044
27377,黑龙江,230000,4f79773e600518a6,2017,3,798
27323,黑龙江,230000,4f79773e600518a6,2017,4,619
27322,黑龙江,230000,4f79773e600518a6,2017,5,699
27324,黑龙江,230000,4f79773e600518a6,2017,6,694
27381,黑龙江,230000,4f79773e600518a6,2017,7,643
27325,黑龙江,230000,4f79773e600518a6,2017,8,629
27326,黑龙江,230000,4f79773e600518a6,2017,9,627
27331,黑龙江,230000,4f79773e600518a6,2017,10,593
27327,黑龙江,230000,4f79773e600518a6,2017,11,635
27328,黑龙江,230000,4f79773e600518a6,2017,12,700
14616,黑龙江,230000,54fc07138d70374c,2016,1,2270
14617,黑龙江,230000,54fc07138d70374c,2016,2,2092
14618,黑龙江,230000,54fc07138d70374c,2016,3,2088
14619,黑龙江,230000,54fc07138d70374c,2016,4,1746
14620,黑龙江,230000,54fc07138d70374c,2016,5,1906
14621,黑龙江,230000,54fc07138d70374c,2016,6,2285
14622,黑龙江,230000,54fc07138d70374c,2016,7,2133
14623,黑龙江,230000,54fc07138d70374c,2016,8,2126
14624,黑龙江,230000,54fc07138d70374c,2016,9,2378
14625,黑龙江,230000,54fc07138d70374c,2016,10,2477
14626,黑龙江,230000,54fc07138d70374c,2016,11,2443
14627,黑龙江,230000,54fc07138d70374c,2016,12,2683
14628,黑龙江,230000,54fc07138d70374c,2017,1,2322
14629,黑龙江,230000,54fc07138d70374c,2017,2,2522
14630,黑龙江,230000,54fc07138d70374c,2017,3,2106
14631,黑龙江,230000,54fc07138d70374c,2017,4,1786
14632,黑龙江,230000,54fc07138d70374c,2017,5,1758
14633,黑龙江,230000,54fc07138d70374c,2017,6,1748
14634,黑龙江,230000,54fc07138d70374c,2017,7,1609
14635,黑龙江,230000,54fc07138d70374c,2017,8,1584
14636,黑龙江,230000,54fc07138d70374c,2017,9,1509
14637,黑龙江,230000,54fc07138d70374c,2017,10,1454
14638,黑龙江,230000,54fc07138d70374c,2017,11,1522
